pitch_mean|pitch_range|intensity_mean|jitter|shimmer|nhr|duration|wav|text_normalized|pitch_mean_norm|pitch_range_norm|intensity_mean_norm|jitter_norm|shimmer_norm|nhr_norm|duration_norm
2.3111693892839327|0.31282292492200225|4.259216075927554|-4.433356976973321|-2.546645066641469|-1.9321532111465192|1.3869988909554467|wavs/LJ038-0020.wav|Brewer told Mrs. Postal that he had seen the man ducking into his place of business and that he had followed him to the theatre.|-0.045854100661994135|-0.08048162903899991|0.1231324824664135|0.0361651594562189|-0.8819381996088794|-0.1697062460802632|-0.024263804119756593
2.325900395905662|0.2965069931764761|4.233812164686902|-4.546799199316727|-2.3360981984289615|-1.9082011548966986|1.252142670299588|wavs/LJ036-0037.wav|He picked Oswald from the lineup as the man who had boarded the bus at the, quote, lower end of town on Elm around Houston, end quote,|0.10294953517013772|-0.14304510807449022|-0.3553438612752704|-0.19129196008271443|-0.25061725133335677|-0.12577423811375255|-0.3532402240081194
2.3111382469273907|0.2884931536372246|4.227109832312378|-4.442497713555131|-2.489468648577172|-1.9323051186213496|1.3589994030575214|wavs/LJ046-0137.wav|PRS expressed its interest in receiving information on suspects in very general terms. For example,|-0.04616868173583566|-0.173774194824024|-0.4815806229583284|0.017837542362568515|-0.7104957517691094|-0.16998486935689616|-0.09256744812349227
2.3102943858241725|0.23901463966540826|4.264994248350026|-4.544912859447448|-2.4112811251030553|-2.0028583496974868|1.3751025001833854|wavs/LJ007-0240.wav|that a strict compliance with their duties gave them no choice "but to report matters as we found them,|-0.05469285143588598|-0.36349967418144713|0.231962921528444|-0.18750975779264756|-0.47605188716993163|-0.2993910914103014|-0.05328457918487517
2.3014338988260787|0.23349846356220771|4.253505690949496|-4.777689346321268|-2.3304447869084135|-1.9565444937926486|1.554896403369634|wavs/LJ030-0207.wav|with the follow-up car trailing the President's automobile by approximately five feet.|-0.1441960818950212|-0.3846514645524317|0.01557880304376269|-0.6542378252350691|-0.23366559989135205|-0.2144438674496687|0.38531554100466603
2.3271133678532836|0.364078752768366|4.254971477084392|-4.355910231593118|-2.27790598266777|-1.9763868824667958|1.509148542365127|wavs/LJ046-0188.wav|In summary, at the time of the assassination|0.1152022372836683|0.11605896459225074|0.04318651997711842|0.19144961402658645|-0.07612895260677965|-0.250838069609818|0.27371544233944123
2.3258135304063066|0.4150203606177101|4.2347538495392945|-4.194912841072223|-2.160160439286633|-1.5797529045645884|1.4432568238795023|wavs/LJ015-0130.wav|fifteen hundred pounds, which larger amount was duly carried to his credit on the register, and entered upon the certificates of transfer.|0.1020720729257465|0.31139468089852373|-0.3376074615192858|0.5142571361704444|0.2769289139560631|0.4766538373582596|0.11297519956628799
2.3179780933303222|0.30128786549237674|4.266377232276418|-4.451704528845036|-2.1757037346393804|-1.998053278134303|1.4155862635662126|wavs/LJ009-0263.wav|the executioner forced the struggling criminal from the platform, so that the rope sustained his whole weight.|0.02292327100201952|-0.12471284182256615|0.2580110794788153|-0.0006225657233734916|0.23032262603199527|-0.2905778003929582|0.045473961403897256
2.2850075946982304|0.2301303982413101|4.270590677528898|-4.611059967086881|-2.295638667000596|-1.9587117408925223|1.7286697011081587|wavs/LJ034-0007.wav|The Commission evaluated the physical evidence found near the window after the assassination and the testimony of eyewitnesses|-0.3101245781800399|-0.3975663190259997|0.3373702718435072|-0.32013789446606156|-0.12930008349803068|-0.21841895484358553|0.8092286321782673
2.3252355403477725|0.32200180874877393|4.282193237897201|-4.332433728985735|-2.2750077456942774|-1.9267135877329598|1.1519501931161387|wavs/LJ044-0125.wav|of residence in the U.S.S.R. against any cause which I join, by association,|0.09623357020877443|-0.04528517720149483|0.5559016078443908|0.23852113245787154|-0.06743864184620507|-0.1597290826732134|-0.5976558118338459
2.2560902634364073|0.3696524951870517|4.216274583757001|-4.352637532627348|-2.187015282523406|-1.7338057050963538|1.390763097026172|wavs/LJ010-0043.wav|although happily never passing beyond dastardly attempts, cropped up in these times, and was often frequently repeated within a short interval.|-0.6022298049860777|0.13743149313670755|-0.6856598319902247|0.19801153307660835|0.19640515579254525|0.1940956807793015|-0.015081172196314552
2.2970057787057034|0.21608442573385078|4.239855439807301|-4.362725180003702|-2.2107750990260127|-1.6008399808091702|1.5143104670398762|wavs/LJ031-0095.wav|Before this was accomplished the President's cardiac activity had ceased and closed cardiac massage was instituted, which made it impossible to inspect his back.|-0.18892624804953984|-0.4514256339710051|-0.24152027889687833|0.1777853142336443|0.1251617789015711|0.4379766736147781|0.2863077535504006
2.2471594992636925|0.3810266111528202|4.243140763207135|-4.255526336793309|-2.3049237117372092|-1.8636142893286733|1.5796928031176907|wavs/LJ043-0059.wav|While it does not appear that he established any new relationships as a result of his investigation, he did obtain a large picture of his father|-0.6924429325600643|0.18104556782580516|-0.1796420305645482|0.3927241579097698|-0.1571411209718483|-0.0439945982821659|0.4458053780738318
2.3503772603750575|0.31670671309783094|4.243531116521193|-4.4507238625632475|-2.15086607172613|-1.8067066234353384|1.2589422629458227|wavs/LJ013-0011.wav|She was freighted by the firm of Zulueta and Co. for a voyage to Santa Cruz.|0.35019987727804436|-0.06558923405313777|-0.1722898230753811|0.0013437174036377009|0.304797905747457|0.06038341441560635|-0.33665288651209135
2.345885251975761|0.2950471750126309|4.2658586874459825|-4.560094504951454|-2.098795898764691|-2.1061305457341786|1.0898076263029597|wavs/LJ023-0140.wav|But all federal judges, once appointed,|0.3048243507327104|-0.14864278429144306|0.24824441669281616|-0.21794968822480298|0.4609293706795643|-0.48880927295106125|-0.7492501472931115
2.306837351624106|0.2567732716047635|4.281604522795984|-4.443839789972234|-2.332721260991421|-2.109216447270027|1.3604581690013575|wavs/LJ019-0004.wav|Elsewhere the spirit had been more or less active, although not uniformly or always to the same extent.|-0.08961370045696371|-0.2954041578256933|0.5448133054775872|0.015146614507582479|-0.24049156595302013|-0.4944693235723012|-0.08900884626349403
2.3826142949975866|0.3895285399148034|4.214399288523983|-4.3999372150151865|-2.101684712431249|-1.6983401669154183|1.4018702708353366|wavs/LJ024-0139.wav|has been tipped out of balance by the courts in direct contradiction of the high purposes of the framers of the Constitution.|0.6758387208043772|0.2136462338593228|-0.7209805508366616|0.10317339178494578|0.45226731553314425|0.2591453069846976|0.012014339282844011
2.2970111390549643|0.3458213333083573|4.251404175466923|-4.4605983688129776|-2.1534454344977108|-1.719559745193637|1.5408798559001913|wavs/LJ049-0127.wav|agencies other than the Secret Service have become involved in phases of the overall problem of protecting our national leaders.|-0.18887210107371966|0.04605084630371903|-0.024002717883978897|-0.01845514321488717|0.2970637334715849|0.2202251127332462|0.35112272747877227
2.321658547914766|0.47514834822557095|4.266028595412977|-4.484874538177056|-2.2128814672124903|-1.8276125791277278|1.442715297318024|wavs/LJ020-0098.wav|Having made out your rolls and tucked them up snugly for the final rise, return to your chamber for a comfortable bath and toilet.|0.06010097635125167|0.5419555922103845|0.251444590951418|-0.06713003200785694|0.11884587227140297|0.022038455534155288|0.11165416692424013
2.2927794277513436|0.2843735238455425|4.2257648781241715|-4.371270717240577|-2.15403745502346|-1.9060732796114663|1.3884372450256435|wavs/LJ011-0172.wav|Mr. Turner was on the verge of bankruptcy. He was at that moment at Kendal, and wished her to join him there at once.|-0.23161826526604723|-0.18957092504610018|-0.5069125002577255|0.16065110049329334|0.29528857071144654|-0.12187136509911245|-0.02075499621869059
2.327247734591941|0.4851776145932347|4.242631100697326|-4.199038385944389|-2.1196538762272574|-1.609222935543288|1.4266077345010595|wavs/LJ025-0062.wav|under particular circumstances, the contents of the cells of certain water-weeds were set free and moved about with considerable velocity|0.11655952804868752|0.5804128379209601|-0.1892413970528598|0.5059852200023098|0.39838710528008003|0.4226009567944351|0.07236040410869693
2.2695301738943146|0.3201272058116196|4.2758156804658976|-4.486554359341705|-2.257630402531024|-1.8248303315389434|1.3854632628891352|wavs/LJ038-0033.wav|He walked out of the row up the right center aisle.|-0.46646803440585827|-0.052473346616991656|0.4357819013619697|-0.07049815434853934|-0.015332994977776848|0.02714155490735415|-0.028009908089438706
2.3365109989252106|0.35098885054286333|4.2716484020946135|-4.43960392721698|-2.1707530533322257|-1.7080048898511258|1.3942516464745602|wavs/LJ045-0236.wav|He admitted nothing that would damage him but discussed other matters quite freely.|0.21013136925819476|0.06586570341448139|0.35729225071104986|0.023639723344571095|0.2451671537325366|0.24141861660884323|-0.006570993707307404
2.2530873692405113|0.3392820623678192|4.235455622684443|-4.437259868454631|-2.213994766810422|-1.9731662445621838|1.6250791423403381|wavs/LJ010-0024.wav|While the varying conditions of social life thus brought about many changes in the character of offenses against property,|-0.6325632089307478|0.02097599634867886|-0.32438973904160395|0.028339674060450237|0.11550766371077281|-0.24493089034274695|0.5565235586419202
2.347614008658781|0.36029110089716987|4.25471673947155|-4.306687876052601|-2.196029717632851|-1.892457537671637|1.4254348053859616|wavs/LJ044-0197.wav|It should be noted that his interest in Cuba seems to have increased along with the sense of frustration which must have developed|0.3222871953643176|0.10153520449486675|0.03838860045789794|0.2901428075914594|0.16937553635541835|-0.09689785647289517|0.0694990898942609
2.3457616807748902|0.33882596396405473|4.271695979275192|-4.541082109107885|-2.194131773567455|-2.0168123421372197|1.4308379158148292|wavs/LJ039-0235.wav|The probability of hitting the President a second time would have been markedly increased if, in fact, he had missed either the first or third shots|0.3035761098998937|0.019227085936016408|0.3581883550625813|-0.17982891886062913|0.17506648705590755|-0.32498500704882083|0.08267976421915058
2.292896133360834|0.22568603267071463|4.237786073932121|-4.572229865147162|-2.2516895873878497|-2.0145155956010004|1.4995923033739857|wavs/LJ038-0166.wav|an active and controversial figure on the American political scene since his resignation from the U.S. Army in nineteen sixty-one|-0.23043937644601276|-0.41460824936370466|-0.2804962699732323|-0.2422816698949729|0.0024804309903205812|-0.3207723964038788|0.25040337504574284
2.3846540206335924|0.3589931801341031|4.257592871099583|-4.5904956362505835|-2.291451503238159|-2.005195293372416|1.0980732553382653|wavs/LJ028-0307.wav|then let twenty days pass, and at the end of that time station near the Chaldasan gates a body of four thousand.|0.6964427839571266|0.09655832424577393|0.09255982363943183|-0.27890542069531365|-0.11674494924441414|-0.303677430214514|-0.7290864719733108
2.329607638170878|0.39976751616818573|4.279442700277958|-4.8024844227848|-2.4202495199237495|-1.9211394907301016|1.62457457156189|wavs/LJ006-0103.wav|The allowance of food was not illiberal,|0.1403978333170548|0.2529076126248364|0.504095916550942|-0.7039531477546683|-0.5029434556400705|-0.14950527260106128|0.5552926781718399
2.302700081090101|0.43857110849449654|4.270537487135|-4.548904483772412|-2.3221338287259625|-1.8738658047175478|1.4065780564917163|wavs/LJ041-0195.wav|Oswald's interest in Marxism led some people to avoid him,|-0.1314058816493191|0.401700079575094|0.3363684440165422|-0.1955131568135985|-0.20874534320281557|-0.06279756246342338|0.023498796309041392
2.2974911750615736|0.33613233672591836|4.239969329379809|-4.64008540134751|-2.2421290598814183|-2.0231292634894906|1.4072285127020276|wavs/LJ011-0099.wav|and losing heavily, to meet the claims upon him he put out a number of forged bills of exchange or acceptances,|-0.18402307038979937|0.008898365892873183|-0.2393751971522734|-0.3783352881164084|0.031147498530278206|-0.3365712790697821|0.025085558523803675
2.2310180423968324|0.36532276177279055|4.27767775150492|-4.209739862231924|-2.2248528329981787|-1.8647625135778545|1.1918968570101565|wavs/LJ042-0064.wav|The entry in his self-styled, quote, Historic Diary, end quote, for October twenty-one, nineteen fifty-nine, reports, quote,|-0.8554940757095988|0.12082912007476687|0.4708535458067473|0.48452824462846356|0.0829499500753732|-0.0461006302794289|-0.5002075042183323
2.2800479345047386|0.3173495177470409|4.244037530215103|-4.4437296704046645|-2.1903727853871566|-1.869271382066142|1.520107869735831|wavs/LJ049-0195.wav|leaving with the Secret Service only the responsibility for the physical protection of the President, that is, the guarding function alone.|-0.36022403765586786|-0.06312439809880799|-0.16275164722569502|0.015367409544269961|0.1863377446276291|-0.05437063617292626|0.3004502882758353
2.3220232411963115|0.28254389066517405|4.256341229129951|-4.461248627901328|-2.0848488197482293|-1.9460931658018563|1.3531072481661126|wavs/LJ006-0274.wav|Perhaps the worst feature of the visiting system was the permission accorded to male prisoners "under the name of husbands, brothers, and sons"|0.06378488524159942|-0.19658665782237916|0.06898545874617046|-0.01975894400558742|0.5027494330015514|-0.19527441411492452|-0.1069411270845092
2.2967199368214772|0.38946467504022264|4.253243950004466|-4.24401924074|-2.1305709831104025|-1.7117918412960087|1.4647585722665246|wavs/LJ028-0138.wav|perhaps the tales that travelers told him were exaggerated as travelers' tales are likely to be,|-0.19181364826177139|0.2134013438460367|0.010648977506292345|0.4157964397152196|0.3656523591952512|0.23447272522857254|0.16542786486642358
2.322214895466369|0.3335611037563706|4.235678034987397|-4.560365394148509|-2.2205002283430764|-1.8432001428964508|1.5009500825195623|wavs/LJ024-0055.wav|We think it so much in the public interest to maintain a vigorous judiciary|0.06572085967563512|-0.0009610330366284225|-0.3202006586865094|-0.21849283411178888|0.09600115583139601|-0.006551698418542085|0.2537156236030469
2.2854935695434557|0.3938475970706854|4.227407519040885|-4.324495443162316|-2.285319116612188|-1.7142485792864912|1.393479164211398|wavs/LJ013-0246.wav|Some time elapsed before the imprisoned party could force open the doors, and by then the fugitive had escaped.|-0.3052155569739935|0.23020766878314824|-0.4759737675380177|0.25443777786707056|-0.098357099675487|0.22996666396001997|-0.008455433654730338
2.2609133768033014|0.366630587476549|4.19950228500344|-4.456143353260667|-2.340746704702327|-1.7154541986179808|1.4029542605863174|wavs/LJ010-0292.wav|which was authorized by a recent act, on account of Mr. Pate's family and position in life.|-0.5535096581927317|0.12584398084247028|-1.0|-0.009522622464700703|-0.26455571270056055|0.22775535994824136|0.014658689433983074
2.302621565256898|0.2912312089397444|4.257204382842969|-4.439538799061987|-2.1180935054231655|-1.7585355470914192|1.4501879083193614|wavs/LJ047-0029.wav|had described himself as a Marxist, had said he would give the Soviet Union any useful information he had acquired|-0.13219900066358736|-0.16327511526246707|0.08524274404287935|0.023770308432111475|0.40306584870696627|0.14873708591770574|0.12988330609544518
2.349620469383313|0.3259529998827775|4.251178815824514|-4.70557075990968|-2.2579293904738598|-2.1646683301769967|1.4486909601242728|wavs/LJ047-0025.wav|During the next two years the FBI continued to accumulate information,|0.3425552366890925|-0.030134325412400464|-0.028247310643934487|-0.5096365860179582|-0.016229504876957956|-0.5961771909978903|0.1262315601427293
2.3370692964993283|0.3531526639473843|4.281958361729512|-4.511467056014237|-2.3175852956134064|-1.8116765030684139|1.1056250706895776|wavs/LJ015-0053.wav|Bates was at once captured in Norfolk Street, Strand.|0.21577095051956086|0.07416285105409326|0.5514777736999767|-0.12044931105215106|-0.1951066495368371|0.051267838309921876|-0.710664116921017
2.334335742307219|0.5844376562417848|4.2397472857133325|-4.409095299152004|-2.0657498279150244|-1.658250076845536|1.4005672901697233|wavs/LJ036-0067.wav|According to McWatters, the Beckley bus was behind the Marsalis bus, but he did not actually see it.|0.18815825486507576|0.9610257034070986|-0.2435573343310834|0.08481099200799136|0.5600174120392427|0.3326771214543385|0.008835769451415176
2.3055726642028103|0.24033017573793547|4.278290688441881|-4.7914115832366|-2.2981266114464187|-2.1932285720108733|1.5360499516129271|wavs/LJ030-0203.wav|From the left front running board of the President's follow-up car,|-0.10238880071402201|-0.3584552479863845|0.4823980604196034|-0.6817515711571466|-0.13676013958971456|-0.6485613687354798|0.339340366879461
2.3153133385612663|0.3601156075865566|4.217257065988466|-4.605684089473593|-2.3311912036201656|-1.9063962096662779|1.3940238291018472|wavs/LJ008-0111.wav|They entered a "stone cold room," and were presently joined by the prisoner.|-0.003994454881806719|0.10086227497844891|-0.6671550237561964|-0.3093590009319529|-0.23590371680219802|-0.1224636718970189|-0.00712674518320533
2.296939806062092|0.28394982159433013|4.252434418974904|-4.622846742758354|-2.14325219277503|-2.205794191817084|1.3637763873833972|wavs/LJ003-0166.wav|association at one time forbidden by custom, but which greed and rapacity long made the rule.|-0.18959266341998626|-0.19119561233484683|-0.004598337897266158|-0.34377094737619607|0.32762798306122587|-0.6716087807686213|-0.08091418367824421
2.3198915294196976|0.6206403341893654|4.262111805164241|-4.221740601386764|-2.0959792465462255|-1.4128765578504356|1.5348101531385077|wavs/LJ049-0080.wav|Assassination a Federal Crime|0.04225163425259826|1.0|0.17767282172797305|0.46046618462901323|0.46937505103862476|0.7827324853375239|0.3363159275060752
2.197021940756824|0.3709785502897067|4.271794850506779|-4.2806944254448585|-2.373449046923867|-1.7256122427510678|1.3986454550979182|wavs/LJ022-0048.wav|They are still declining.|-1.0|0.14251625457778272|0.3600505700948551|0.34226092798773533|-0.3626130900313663|0.20912383741320673|0.004147528757263208
2.361484712406384|0.4215090047018841|4.306906296820565|-4.347602752797234|-2.5338520305867878|-1.9952180472258667|1.2738118747201124|wavs/LJ001-0009.wav|Printing, then, for our purpose, may be considered as the art of making books by means of movable types.|0.4624005767641446|0.3362754020525758|1.0|0.20810650912709394|-0.8435785140816996|-0.2853775209030812|-0.30037905633321527
2.2621314136059034|0.37937029092537555|4.243612591722485|-4.391896586910766|-2.3024012907461975|-1.8784421729639293|1.490122070746389|wavs/LJ048-0063.wav|The formal FBI instructions to its agents outlining the information to be referred to the Secret Service were too narrow at the time of the assassination.|-0.5412057940062088|0.17469440397920422|-0.1707552579428443|0.11929523839668521|-0.14957768758756096|-0.07119137400765041|0.22730111687637589
2.253801952072019|0.38702878568998544|4.243793851761804|-4.329517721389931|-2.1414779670420567|-1.7149762216740467|1.1752299485330993|wavs/LJ023-0003.wav|Last Thursday I described in detail certain economic problems which everyone admits now face the nation.|-0.6253449294090526|0.20406092034627998|-0.16734127022817968|0.2443678681317143|0.3329479665960322|0.22863204822459227|-0.5408657686626657
2.3052117380558244|0.21148260244376837|4.264610469199645|-4.621811898846215|-2.144422902211195|-1.8997835289721225|1.4899304888541234|wavs/LJ046-0012.wav|there have been attempts on the lives of one out of every three.|-0.10603465631082587|-0.4690713363081117|0.22473453677544208|-0.3416960354909634|0.32411763214663125|-0.1103349286314882|0.22683376042276593
2.327791342745602|0.3257202240338035|4.266220182634856|-4.617761112927243|-2.3457407049779775|-1.9649421133884943|1.2843858609574696|wavs/LJ014-0324.wav|Cole's plan was to have a wharf of his own, nominally occupied by a creature trading as Maltby and Co.|0.12205072575227516|-0.03102690495823268|0.255053088578574|-0.33357401462461356|-0.2795301315388866|-0.22984648203676428|-0.2745842348604136
2.318859930427903|0.26817365198101983|4.279232583440096|-4.719022735338785|-2.3861254718520795|-2.1037096443872794|1.319444373538692|wavs/LJ006-0237.wav|"A lad named Matthew White has had a wound in his eye by a bone thrown at him, which very nearly destroyed vision."|0.03183105101333972|-0.2516893721921911|0.5001384182198214|-0.5366084446434929|-0.4006231192204265|-0.48436894197701774|-0.18906037916069074
2.3327741087462353|0.38494911650949604|4.261729914492343|-4.14921838047247|-2.264272183787347|-1.55684546231493|1.3468090324694224|wavs/LJ015-0226.wav|After hanging about the Folkestone office for some time, they saw at last that the key was kept in a certain cupboard.|0.1723835859860936|0.19608642393359532|0.1704800059970477|0.6058767304643786|-0.035248255064896594|0.5186698515537806|-0.122305375329826
2.3903268057784204|0.45212077965415265|4.2627834700237335|-4.308555128455752|-2.143034208390062|-1.8749215370506294|1.5803611163260571|wavs/LJ015-0293.wav|as coming from a Mr. Whitney.|0.7537457963391694|0.4536563258230215|0.19032346214099083|0.28639887659029206|0.32828160526798467|-0.0647339490844171|0.44743570172952407
2.3192287540063887|0.28521701828630297|4.247781816795006|-4.670326113618565|-2.2998282571833495|-2.1262648413959346|1.2967469923489148|wavs/LJ035-0127.wav|down the rear stairs to the first floor, where she encountered two Depository employees -- William Shelley and Billy Lovelady.|0.03555668164189063|-0.18633654360934648|-0.0922289416587766|-0.43896937270933756|-0.14186249332875867|-0.5257388805048585|-0.2444297434239031
2.2882381151191358|0.3291120393032214|4.272351040848113|-4.1037401412376635|-2.269537979155811|-1.6513073303107288|1.0283141469681023|wavs/LJ037-0006.wav|A sixth did so the next day.|-0.2774918330727518|-0.018020981250647328|0.3705262767065278|0.6970627905076816|-0.05103764653705056|0.3454112597218575|-0.8992610595052024
2.2724823845209188|0.40557572838812916|4.24698425509418|-4.509863275268996|-2.212872682746214|-1.6656062283475115|1.2064639368716028|wavs/LJ023-0001.wav|The Fireside Chats of Franklin Delano Roosevelt, by Franklin D Roosevelt, Section nine.|-0.43664660493660745|0.2751792161791813|-0.10725081773543543|-0.11723365341473024|0.11887221233348355|0.3191847305290261|-0.46467168868279374
2.283498279940406|0.3697980269692911|4.238951671247024|-4.213884412699561|-2.221576192292997|-1.648599827316034|1.4148179816255475|wavs/LJ046-0078.wav|The protection of the President must be thorough but inconspicuous to avoid even the suggestion of a garrison state.|-0.3253707544493555|0.13798953510140444|-0.2585425347303799|0.47621822132603975|0.0927748975310898|0.350377265224336|0.04359976797718179
2.299769331462314|0.3428967179824651|4.2927580659397435|-4.623729913042634|-2.316740739341769|-2.17129370731287|1.4828939205698348|wavs/LJ048-0189.wav|the Dallas police to scan windows of buildings lining the motorcade route, although it was his usual practice to do so.|-0.1610105252101397|0.03483640188938142|0.7548875138400819|-0.34554174633248413|-0.19257426294372915|-0.6083292216243424|0.2096683302245359
2.3112262963058265|0.3648782198310716|4.23355468133212|-4.389603653400903|-2.2639368712785153|-1.8347525688923534|1.4411140952377521|wavs/LJ013-0044.wav|and tempted him to take to fraudulent insurance as a certain method of achieving fortune.|-0.04527926066771326|0.11912452294326958|-0.360193496160352|0.12389268051897484|-0.034242826616392|0.008942540763886342|0.10774809773941652
2.2797898316626344|0.22291147570060188|4.226661715425145|-4.218613398165475|-2.1356775866394613|-1.71925835881402|1.093685080269446|wavs/LJ043-0157.wav|Answer: Yes. Question: And you said it was not a good idea to keep this book? Answer: Yes.|-0.3628312349988565|-0.4252472946563537|-0.49002079296761936|0.4667363777038105|0.3503403015531561|0.2207779048898877|-0.7397912516042593
2.321992336260018|0.3580055384708629|4.249032513393366|-4.347891527246381|-2.2751998492857197|-1.9393179255860673|1.4206267735211775|wavs/LJ011-0218.wav|spoke severely of the gross deception practiced upon an innocent girl, and sentenced the brothers each to three years' imprisonment,|0.0634727024421653|0.09277120994201105|-0.06867238259806563|0.20752750244825124|-0.06801466096511244|-0.18284750996813348|0.05777008620504831
2.309154426118449|0.2962094654578853|4.276246447590593|-4.812711791915966|-2.1573823036449493|-2.244806871274691|1.2734905948999165|wavs/LJ003-0152.wav|It was the only way to escape the horrors, the distress, penury, and rags of the common yards.|-0.06620802845464968|-0.14418597881818151|0.4438952929132032|-0.7244595154454776|0.28525910306139646|-0.7431644470901448|-0.30116280575549925
2.350522302569902|0.4021589755021573|4.2647892292124965|-4.311584446786022|-2.115579964186541|-1.6760799778036601|1.3438358128086336|wavs/LJ027-0046.wav|On the one hand, then, are found structures which are perfectly analogous and yet in no way homologous:|0.351665004984258|0.2620776691216824|0.22810143711398778|0.28032494743643666|0.41060265630950776|0.29997415254158466|-0.1295584271711946
2.250099079533324|0.2982726261094104|4.264896057571128|-4.411018153948474|-2.3642195347867543|-1.9467585088107093|1.3851159174354908|wavs/LJ037-0177.wav|Therefore, either one bullet of Remington-Peters manufacture is missing|-0.6627490872463069|-0.13627478439902518|0.23011352265316165|0.08095557553023047|-0.334938566045375|-0.1964947625501705|-0.028857243594235693
2.331871568381595|0.3675760860002133|4.270210043484447|-4.416265534417639|-2.2960118863736256|-1.9415178095174526|1.4205713057895162|wavs/LJ045-0034.wav|Marina Oswald attributed that to their living apart and to the imminent birth of their second child.|0.1632666742099762|0.12946949717742173|0.33020112437769145|0.07043432495892077|-0.1304191749881881|-0.18688245867529263|0.057634774866108796
2.3459198886693695|0.5014629381142508|4.314046375660858|-3.999169351648296|-2.35521335226981|-1.5215002978682974|1.6426253268265147|wavs/LJ038-0259.wav|The oral report was negative because of the battered condition of the bullet.|0.30517422946635553|0.6428589496468591|1.0|0.9067322600981809|-0.307933691856504|0.5834986925456149|0.5993267821557504
